cell,leiden_final
2480,Stem + TA
2481,Smooth Muscle
2482,Stromal
2483,Stem + TA
2484,Pericyte
2485,Stem + TA
2486,Removed
2487,Smooth Muscle
2488,Enterocyte (Bottom Villus)
2489,Enterocyte (Mid Villus)
2490,Stem + TA
2491,Goblet
2492,Macrophage + DC
2493,Stem + TA
2494,Removed
2495,Pericyte
2496,Macrophage + DC
2497,T (CD8+)
2498,Enterocyte (Mid Villus)
2499,Stromal
2500,Macrophage + DC
2501,Enterocyte (Mid Villus)
2502,T (CD4+)
2503,Enterocyte (Bottom Villus)
2504,Removed
2505,Smooth Muscle
2506,Enterocyte (Bottom Villus)
2507,Enterocyte (Mid Villus)
2508,Enterocyte (Mid Villus)
2509,Enterocyte (Mid Villus)
2510,Stem + TA
2511,Smooth Muscle
2512,Enterocyte (Mid Villus)
2513,Removed
2514,Stem + TA
2515,Stem + TA
2516,B (Plasma)
2517,Smooth Muscle
2518,Enterocyte (Bottom Villus)
2519,Stem + TA
2520,Stem + TA
2521,Macrophage + DC
2522,Removed
2523,Enterocyte (Mid Villus)
2524,Enterocyte (Bottom Villus)
2525,Stromal
2526,Enterocyte (Mid Villus)
2527,Smooth Muscle
2528,Enterocyte (Bottom Villus)
2529,Removed
2530,Enterocyte (Mid Villus)
2531,Enterocyte (Mid Villus)
2532,Enterocyte (Mid Villus)
2533,Enterocyte (Bottom Villus)
2534,Enterocyte (Mid Villus)
2535,Stem + TA
2536,Endothelial
2537,Macrophage + DC
2538,Stem + TA
2539,Paneth
2540,Stem + TA
2541,Goblet
2542,Smooth Muscle
2543,Endothelial
2544,Macrophage + DC
2545,Smooth Muscle
2546,Stem + TA
2547,Stem + TA
2548,Enterocyte (Mid Villus)
2549,Goblet
2550,Endothelial
2551,Enterocyte (Bottom Villus)
2552,Enterocyte (Bottom Villus)
2553,Stem + TA
2554,Stem + TA
2555,Stem + TA
2556,Endothelial
2557,ICC
2558,Endothelial
2559,Endothelial
2560,Stem + TA
2561,Stem + TA
2562,Stromal
2563,Smooth Muscle
2564,Goblet
2565,Macrophage + DC
2566,Enterocyte (Mid Villus)
2567,Enterocyte (Bottom Villus)
2568,ICC
2569,Enterocyte (Mid Villus)
2570,Paneth
2571,Stem + TA
2572,Macrophage + DC
2573,Enterocyte (Mid Villus)
2574,Enterocyte (Mid Villus)
2575,Enterocyte (Mid Villus)
2576,Stem + TA
2577,Removed
2578,Enterocyte (Mid Villus)
2579,Goblet
2580,Smooth Muscle
2581,B (Plasma)
2582,Removed
2583,Enterocyte (Mid Villus)
2584,Paneth
2585,Enterocyte (Mid Villus)
2586,Stem + TA
2587,Enterocyte (Mid Villus)
2588,Paneth
2589,Removed
2590,Enterocyte (Mid Villus)
2591,Enterocyte (Mid Villus)
2592,Removed
2593,Macrophage + DC
2594,Pericyte
2595,Enterocyte (Bottom Villus)
2596,Stem + TA
2597,Stem + TA
2598,Smooth Muscle
2599,Telocyte
2600,Enterocyte (Mid Villus)
2601,T (CD8+)
2602,Pericyte
2603,Goblet
2604,Enterocyte (Mid Villus)
2605,Stem + TA
2606,Enterocyte (Top Villus)
2607,T (CD8+)
2608,Enterocyte (Bottom Villus)
2609,Telocyte
2610,Enterocyte (Mid Villus)
2611,Enterocyte (Bottom Villus)
2612,Enterocyte (Bottom Villus)
2613,Enterocyte (Bottom Villus)
2614,Stem + TA
2615,Enterocyte (Mid Villus)
2616,Enterocyte (Mid Villus)
2617,Enterocyte (Mid Villus)
2618,Stem + TA
2619,Smooth Muscle
2620,T (CD8+)
2621,Removed
2622,Enterocyte (Mid Villus)
2623,Enterocyte (Mid Villus)
2624,Paneth
2625,Stem + TA
2626,Macrophage + DC
2627,Enterocyte (Bottom Villus)
2628,Endothelial
2629,Smooth Muscle
2630,Enterocyte (Bottom Villus)
2631,Smooth Muscle
2632,Paneth
2633,Stem + TA
2634,Enterocyte (Mid Villus)
2635,Enterocyte (Mid Villus)
2636,Enterocyte (Bottom Villus)
2637,Enterocyte (Mid Villus)
2638,Stem + TA
2639,Telocyte
2640,Enterocyte (Top Villus)
2641,Stem + TA
2642,Stem + TA
2643,Enterocyte (Mid Villus)
2644,Removed
2645,Enterocyte (Mid Villus)
2646,Smooth Muscle
2647,Goblet
2648,T (CD8+)
2649,T (CD8+)
2650,Stem + TA
2651,ICC
2652,Enterocyte (Bottom Villus)
2653,Enterocyte (Mid Villus)
2654,Stromal
2655,Enterocyte (Bottom Villus)
2656,Enterocyte (Bottom Villus)
2657,Enterocyte (Bottom Villus)
2658,Smooth Muscle
2659,Enterocyte (Mid Villus)
2660,Enterocyte (Mid Villus)
2661,Stem + TA
2662,Stem + TA
2663,Enterocyte (Mid Villus)
2664,Enterocyte (Mid Villus)
2665,Goblet
2666,B (Plasma)
2667,Stem + TA
2668,Enterocyte (Top Villus)
2669,Enterocyte (Bottom Villus)
2670,Smooth Muscle
2671,Enterocyte (Mid Villus)
2672,Enterocyte (Bottom Villus)
2673,Goblet
2674,Goblet
2675,Stem + TA
2676,Stem + TA
2677,Tuft
2678,Removed
2679,Enterocyte (Bottom Villus)
2680,Smooth Muscle
2681,Macrophage + DC
2682,Goblet
2683,Enterocyte (Mid Villus)
2684,Smooth Muscle
2685,Smooth Muscle
2686,Smooth Muscle
2687,Stem + TA
2688,Goblet
2689,Stromal
2690,Smooth Muscle
2691,Enterocyte (Mid Villus)
2692,Enterocyte (Mid Villus)
2693,Enterocyte (Bottom Villus)
2694,Enterocyte (Mid Villus)
2695,Stem + TA
2696,Enterocyte (Mid Villus)
2697,Removed
2698,Enterocyte (Mid Villus)
2699,Smooth Muscle
2700,Goblet
2701,Enterocyte (Top Villus)
2702,Smooth Muscle
2703,Enterocyte (Bottom Villus)
2704,Enterocyte (Bottom Villus)
2705,Enterocyte (Mid Villus)
2706,Goblet
2707,Paneth
2708,Paneth
2709,Enterocyte (Top Villus)
2710,Enterocyte (Mid Villus)
2711,Endothelial
2712,Paneth
2713,Removed
2714,Removed
2715,Enterocyte (Mid Villus)
2716,Smooth Muscle
2717,Enterocyte (Bottom Villus)
2718,Stromal
2719,Enterocyte (Mid Villus)
2720,Stem + TA
2721,Enterocyte (Mid Villus)
2722,Stromal
2723,Stromal
2724,Enterocyte (Mid Villus)
2725,B (Plasma)
2726,T (CD8+)
2727,Enterocyte (Mid Villus)
2728,Enterocyte (Mid Villus)
2729,Stem + TA
2730,Enterocyte (Mid Villus)
2731,Enterocyte (Mid Villus)
2732,Smooth Muscle
2733,Smooth Muscle
2734,Goblet
2735,Stromal
2736,Macrophage + DC
2737,Stem + TA
2738,Stem + TA
2739,Smooth Muscle
2740,Enterocyte (Top Villus)
2741,Removed
2742,Stromal
2743,Goblet
2744,Stem + TA
2745,Stromal
2746,Enterocyte (Top Villus)
2747,Removed
2748,Enterocyte (Bottom Villus)
2749,Stem + TA
2750,Smooth Muscle
2751,Enterocyte (Bottom Villus)
2752,Removed
2753,Stem + TA
2754,Enterocyte (Mid Villus)
2755,Enterocyte (Mid Villus)
2756,Smooth Muscle
2757,Removed
2758,Enterocyte (Bottom Villus)
2759,Stromal
2760,Enterocyte (Mid Villus)
2761,Stem + TA
2762,Stem + TA
2763,Enterocyte (Mid Villus)
2764,Enterocyte (Mid Villus)
2765,Smooth Muscle
2766,Enterocyte (Mid Villus)
2767,Smooth Muscle
2768,Goblet
2769,Enterocyte (Mid Villus)
2770,Endothelial
2771,Enterocyte (Mid Villus)
2772,Enterocyte (Bottom Villus)
2773,Enterocyte (Top Villus)
2774,Telocyte
2775,Enterocyte (Bottom Villus)
2776,Macrophage + DC
2777,Stromal
2778,Enterocyte (Bottom Villus)
2779,Enterocyte (Mid Villus)
2780,Smooth Muscle
2781,Goblet
2782,Enterocyte (Bottom Villus)
2783,Endothelial
2784,Removed
2785,Enterocyte (Mid Villus)
2786,Enterocyte (Bottom Villus)
2787,Enterocyte (Bottom Villus)
2788,Enterocyte (Mid Villus)
2789,Paneth
2790,Goblet
2791,Stromal
2792,Enterocyte (Mid Villus)
2793,Enterocyte (Bottom Villus)
2794,Enterocyte (Mid Villus)
2795,Enterocyte (Bottom Villus)
2796,Stem + TA
2797,Enterocyte (Mid Villus)
2798,Removed
2799,Enterocyte (Mid Villus)
2800,Paneth
2801,Goblet
2802,Removed
2803,Enterocyte (Mid Villus)
2804,Goblet
2805,Smooth Muscle
2806,Stromal
2807,Removed
2808,Macrophage + DC
2809,Removed
2810,Stem + TA
2811,Enterocyte (Mid Villus)
2812,Telocyte
2813,Removed
2814,Enterocyte (Mid Villus)
2815,Removed
2816,Enterocyte (Mid Villus)
2817,Enterocyte (Bottom Villus)
2818,Enterocyte (Mid Villus)
2819,Smooth Muscle
2820,Smooth Muscle
2821,Enterocyte (Mid Villus)
2822,Enterocyte (Mid Villus)
2823,Enterocyte (Mid Villus)
2824,Stromal
2825,Enterocyte (Mid Villus)
2826,Enterocyte (Mid Villus)
2827,Stromal
2828,Enterocyte (Mid Villus)
2829,Enterocyte (Mid Villus)
2830,Stem + TA
2831,Paneth
2832,Goblet
2833,Paneth
2834,Enterocyte (Mid Villus)
2835,Smooth Muscle
2836,Smooth Muscle
2837,Enterocyte (Bottom Villus)
2838,Stromal
2839,B (Plasma)
2840,Stem + TA
2841,Endothelial
2842,Stromal
2843,Stem + TA
2844,Stem + TA
2845,Enterocyte (Mid Villus)
2846,Macrophage + DC
2847,Enterocyte (Bottom Villus)
2848,Enterocyte (Bottom Villus)
2849,Enterocyte (Mid Villus)
2850,Enterocyte (Bottom Villus)
2851,Enterocyte (Bottom Villus)
2852,Stromal
2853,Stem + TA
2854,Removed
2855,Enterocyte (Mid Villus)
2856,Stem + TA
2857,Stem + TA
2858,Enterocyte (Mid Villus)
2859,Enterocyte (Mid Villus)
2860,Stromal
2861,Stromal
2862,Smooth Muscle
2863,Stromal
2864,Enterocyte (Bottom Villus)
2865,Enterocyte (Bottom Villus)
2866,Endothelial
2867,Smooth Muscle
2868,Enterocyte (Mid Villus)
2869,Paneth
2870,Stem + TA
2871,Enterocyte (Mid Villus)
2872,Enterocyte (Bottom Villus)
2873,Stem + TA
2874,Enterocyte (Bottom Villus)
2875,Goblet
2876,Enterocyte (Mid Villus)
2877,Enterocyte (Mid Villus)
2878,Stromal
2879,Stem + TA
2880,B (Plasma)
2881,Goblet
2882,Enterocyte (Bottom Villus)
2883,Removed
2884,Removed
2885,T (CD8+)
2886,Enterocyte (Mid Villus)
2887,Enterocyte (Mid Villus)
2888,Enterocyte (Mid Villus)
2889,Enterocyte (Bottom Villus)
2890,Stem + TA
2891,Enterocyte (Mid Villus)
2892,Enterocyte (Mid Villus)
2893,Enterocyte (Bottom Villus)
2894,B (Plasma)
2895,Paneth
2896,Enterocyte (Bottom Villus)
2897,T (CD8+)
2898,Myenteric Plexus
2899,Enterocyte (Mid Villus)
2900,Enterocyte (Mid Villus)
2901,Smooth Muscle
2902,Goblet
2903,Enterocyte (Bottom Villus)
2904,T (CD4+)
2905,Enterocyte (Mid Villus)
2906,Smooth Muscle
2907,Smooth Muscle
2908,Macrophage + DC
2909,Smooth Muscle
2910,Enterocyte (Bottom Villus)
2911,Stem + TA
2912,Stromal
2913,Stem + TA
2914,Goblet
2915,B (Plasma)
2916,Stem + TA
2917,Paneth
2918,Macrophage + DC
2919,Goblet
2920,Paneth
2921,Stem + TA
2922,Stem + TA
2923,Enterocyte (Mid Villus)
2924,Smooth Muscle
2925,Enterocyte (Bottom Villus)
2926,Enterocyte (Bottom Villus)
2927,Smooth Muscle
2928,Paneth
2929,Stem + TA
2930,Endothelial
2931,Smooth Muscle
2932,Removed
2933,Paneth
2934,Stem + TA
2935,Enterocyte (Bottom Villus)
2936,Paneth
2937,Stem + TA
2938,Enterocyte (Mid Villus)
2939,Stem + TA
2940,Enterocyte (Mid Villus)
2941,Smooth Muscle
2942,Goblet
2943,Stem + TA
2944,Stem + TA
2945,Stem + TA
2946,Enterocyte (Bottom Villus)
2947,Stromal
2948,Smooth Muscle
2949,Enterocyte (Mid Villus)
2950,Stem + TA
2951,Enterocyte (Mid Villus)
2952,Smooth Muscle
2953,Smooth Muscle
2954,Macrophage + DC
2955,Enterocyte (Bottom Villus)
2956,B (Plasma)
2957,Stem + TA
2958,T (CD4+)
2959,B (Plasma)
2960,Enterocyte (Bottom Villus)
2961,Enterocyte (Bottom Villus)
2962,B (Plasma)
2963,Stem + TA
2964,Stromal
2965,Stromal
2966,Goblet
2967,Enterocyte (Bottom Villus)
2968,B (Plasma)
2969,Goblet
2970,Stromal
2971,Removed
2972,Enterocyte (Mid Villus)
2973,Enterocyte (Mid Villus)
2974,Goblet
2975,Stem + TA
2976,Paneth
2977,Macrophage + DC
2978,Stem + TA
2979,Enterocyte (Mid Villus)
2980,Enterocyte (Bottom Villus)
2981,T (CD8+)
2982,Smooth Muscle
2983,Smooth Muscle
2984,Goblet
2985,Stem + TA
2986,Stromal
2987,Stromal
2988,Paneth
2989,Macrophage + DC
2990,Enterocyte (Bottom Villus)
2991,Stromal
2992,Enterocyte (Mid Villus)
2993,Goblet
2994,Enterocyte (Mid Villus)
2995,Enterocyte (Bottom Villus)
2996,Goblet
2997,Enterocyte (Mid Villus)
2998,Macrophage + DC
2999,Enterocyte (Mid Villus)
3000,Enterocyte (Mid Villus)
3001,Enterocyte (Mid Villus)
3002,Stromal
3003,Enterocyte (Mid Villus)
3004,Smooth Muscle
3005,Enterocyte (Bottom Villus)
3006,Removed
3007,Paneth
3008,Enterocyte (Bottom Villus)
3009,Enterocyte (Mid Villus)
3010,Removed
3011,Enterocyte (Mid Villus)
3012,Enterocyte (Mid Villus)
3013,Enterocyte (Mid Villus)
3014,Paneth
3015,Smooth Muscle
3016,Paneth
3017,Stem + TA
3018,Goblet
3019,Macrophage + DC
3020,Goblet
3021,Telocyte
3022,Smooth Muscle
3023,Stromal
3024,Enterocyte (Mid Villus)
3025,B (Plasma)
3026,Enterocyte (Mid Villus)
3027,Enterocyte (Mid Villus)
3028,Enterocyte (Bottom Villus)
3029,Enterocyte (Mid Villus)
3030,Paneth
3031,Enterocyte (Bottom Villus)
3032,Macrophage + DC
3033,Removed
3034,Enterocyte (Mid Villus)
3035,Macrophage + DC
3036,Stem + TA
3037,Stromal
3038,Enterocyte (Mid Villus)
3039,Enterocyte (Mid Villus)
3040,Stem + TA
3041,Endothelial
3042,Telocyte
3043,Stem + TA
3044,Stromal
3045,Enterocyte (Mid Villus)
3046,Stem + TA
3047,Removed
3048,T (CD8+)
3049,Goblet
3050,Smooth Muscle
3051,B (Plasma)
3052,Goblet
3053,Stromal
3054,Enterocyte (Mid Villus)
3055,Enterocyte (Mid Villus)
3056,Removed
3057,Removed
3058,Removed
3059,Stem + TA
3060,Enterocyte (Mid Villus)
3061,Stromal
3062,Goblet
3063,Stem + TA
3064,Stem + TA
3065,Stromal
3066,Stromal
3067,Stem + TA
3068,Enterocyte (Mid Villus)
3069,B (Plasma)
3070,Enterocyte (Mid Villus)
3071,Stem + TA
3072,Enterocyte (Bottom Villus)
3073,Stem + TA
3074,Goblet
3075,Enterocyte (Mid Villus)
3076,Removed
3077,Removed
3078,Smooth Muscle
3079,Smooth Muscle
3080,Stem + TA
3081,Enterocyte (Mid Villus)
3082,Enterocyte (Mid Villus)
3083,Macrophage + DC
3084,Stem + TA
3085,T (CD8+)
3086,Stem + TA
3087,Enterocyte (Bottom Villus)
3088,Stem + TA
3089,Enterocyte (Bottom Villus)
3090,Stem + TA
3091,Enterocyte (Mid Villus)
3092,Goblet
3093,Enterocyte (Mid Villus)
3094,Enterocyte (Mid Villus)
3095,Stem + TA
3096,Stem + TA
3097,Stem + TA
3098,Enterocyte (Mid Villus)
3099,Macrophage + DC
3100,Goblet
3101,Stem + TA
3102,Stem + TA
3103,Stem + TA
3104,Stem + TA
3105,T (CD4+)
3106,Removed
3107,Smooth Muscle
3108,B (Plasma)
3109,Macrophage + DC
3110,Removed
3111,Stem + TA
3112,Enterocyte (Bottom Villus)
3113,Smooth Muscle
3114,Smooth Muscle
3115,Enterocyte (Bottom Villus)
3116,Enterocyte (Bottom Villus)
3117,Enterocyte (Mid Villus)
3118,Paneth
3119,Enterocyte (Mid Villus)
3120,Removed
3121,Removed
3122,B (Plasma)
3123,Enterocyte (Mid Villus)
3124,Smooth Muscle
3125,Stem + TA
3126,Smooth Muscle
3127,Smooth Muscle
3128,Enterocyte (Mid Villus)
3129,Enterocyte (Mid Villus)
3130,Removed
3131,Telocyte
3132,Stem + TA
3133,Pericyte
3134,Smooth Muscle
3135,Enterocyte (Bottom Villus)
3136,Stromal
3137,Enterocyte (Mid Villus)
3138,Removed
3139,T (CD8+)
3140,Stem + TA
3141,Telocyte
3142,Goblet
3143,T (CD4+)
3144,Enterocyte (Bottom Villus)
3145,Endothelial
3146,Stromal
3147,Enterocyte (Mid Villus)
3148,Enterocyte (Bottom Villus)
3149,Macrophage + DC
3150,Goblet
3151,Enterocyte (Mid Villus)
3152,Enterocyte (Bottom Villus)
3153,B (Plasma)
3154,Smooth Muscle
3155,Enterocyte (Mid Villus)
3156,Stem + TA
3157,Smooth Muscle
3158,Smooth Muscle
3159,Macrophage + DC
3160,Enterocyte (Bottom Villus)
3161,Stem + TA
3162,Endothelial
3163,Enterocyte (Bottom Villus)
3164,Removed
3165,Paneth
3166,Stromal
3167,Smooth Muscle
3168,Enterocyte (Mid Villus)
3169,Stem + TA
3170,Enterocyte (Mid Villus)
3171,Paneth
3172,Endothelial
3173,Stem + TA
3174,Paneth
3175,Stem + TA
3176,Endothelial
3177,Enterocyte (Mid Villus)
3178,Enterocyte (Mid Villus)
3179,Removed
3180,B (Plasma)
3181,T (CD4+)
3182,T (CD4+)
3183,Endothelial
3184,Stem + TA
3185,Stem + TA
3186,Goblet
3187,Enterocyte (Bottom Villus)
3188,Enterocyte (Mid Villus)
3189,Endothelial
3190,Stem + TA
3191,Enterocyte (Bottom Villus)
3192,Stem + TA
3193,Smooth Muscle
3194,Goblet
3195,Stem + TA
3196,Macrophage + DC
3197,T (CD4+)
3198,Endothelial
3199,Goblet
3200,Enterocyte (Bottom Villus)
3201,Smooth Muscle
3202,Smooth Muscle
3203,B (Plasma)
3204,Stem + TA
3205,Stem + TA
3206,Removed
3207,Stem + TA
3208,Stem + TA
3209,T (CD8+)
3210,Tuft
3211,Goblet
3212,Stromal
3213,Enterocyte (Mid Villus)
3214,Stem + TA
3215,Stem + TA
3216,Smooth Muscle
3217,B (Plasma)
3218,Stromal
3219,Stem + TA
3220,Paneth
3221,Enterocyte (Mid Villus)
3222,Macrophage + DC
3223,Telocyte
3224,Stem + TA
3225,Telocyte
3226,Macrophage + DC
3227,Enterocyte (Bottom Villus)
3228,Stem + TA
3229,Smooth Muscle
3230,B (Plasma)
3231,Stem + TA
3232,Enterocyte (Mid Villus)
3233,Stromal
3234,Tuft
3235,Stromal
3236,Goblet
3237,Macrophage + DC
3238,Smooth Muscle
3239,Enterocyte (Mid Villus)
3240,Enterocyte (Bottom Villus)
3241,Stem + TA
3242,Stem + TA
3243,T (CD4+)
3244,Removed
3245,Enterocyte (Bottom Villus)
3246,Enterocyte (Bottom Villus)
3247,Enterocyte (Mid Villus)
3248,Stromal
3249,Endothelial
3250,Enterocyte (Mid Villus)
3251,Stromal
3252,Endothelial
3253,Endothelial
3254,Stem + TA
3255,Enterocyte (Bottom Villus)
3256,Stromal
3257,Macrophage + DC
3258,Goblet
3259,B (Plasma)
3260,Stem + TA
3261,Paneth
3262,Stem + TA
3263,Paneth
3264,Macrophage + DC
3265,Enterocyte (Bottom Villus)
3266,B (Plasma)
3267,Enterocyte (Bottom Villus)
3268,T (CD4+)
3269,Enterocyte (Mid Villus)
3270,Enterocyte (Bottom Villus)
3271,Removed
3272,Smooth Muscle
3273,Removed
3274,Stromal
3275,Stem + TA
3276,T (CD4+)
3277,Stem + TA
3278,Enterocyte (Bottom Villus)
3279,Smooth Muscle
3280,Goblet
3281,Enterocyte (Bottom Villus)
3282,B (Plasma)
3283,Enterocyte (Mid Villus)
3284,Stem + TA
3285,Smooth Muscle
3286,B (Plasma)
3287,Stromal
3288,Stem + TA
3289,Enterocyte (Bottom Villus)
3290,Tuft
3291,Enterocyte (Mid Villus)
3292,Removed
3293,Paneth
3294,Enterocyte (Mid Villus)
3295,Enterocyte (Mid Villus)
3296,Enterocyte (Bottom Villus)
3297,Stem + TA
3298,Enterocyte (Mid Villus)
3299,Smooth Muscle
3300,Macrophage + DC
3301,Stem + TA
3302,Stem + TA
3303,Enterocyte (Bottom Villus)
3304,Enterocyte (Mid Villus)
3305,Smooth Muscle
3306,Enterocyte (Bottom Villus)
3307,Enterocyte (Mid Villus)
3308,Enterocyte (Bottom Villus)
3309,Goblet
3310,Stromal
3311,Enterocyte (Bottom Villus)
3312,Smooth Muscle
3313,Enterocyte (Mid Villus)
3314,B (Plasma)
3315,Stromal
3316,Stromal
3317,Enterocyte (Mid Villus)
3318,B (Plasma)
3319,Paneth
3320,Enterocyte (Mid Villus)
3321,T (CD4+)
3322,Enterocyte (Bottom Villus)
3323,Stromal
3324,Macrophage + DC
3325,Stem + TA
3326,Stromal
3327,Stem + TA
3328,Enterocyte (Bottom Villus)
3329,Enterocyte (Bottom Villus)
3330,Paneth
3331,Stem + TA
3332,Stem + TA
3333,Removed
3334,Removed
3335,Smooth Muscle
3336,Enterocyte (Mid Villus)
3337,Removed
3338,Enterocyte (Mid Villus)
3339,Stem + TA
3340,Enterocyte (Mid Villus)
3341,B (Plasma)
3342,Enterocyte (Mid Villus)
3343,Smooth Muscle
3344,Macrophage + DC
3345,B (Plasma)
3346,Telocyte
3347,Stem + TA
3348,Smooth Muscle
3349,Stromal
3350,Stem + TA
3351,Endothelial
3352,Enterocyte (Bottom Villus)
3353,Stem + TA
3354,Paneth
3355,Goblet
3356,Macrophage + DC
3357,Enterocyte (Bottom Villus)
3358,B (Plasma)
3359,Stem + TA
3360,T (CD4+)
3361,Enterocyte (Mid Villus)
3362,Removed
3363,B (Plasma)
3364,T (CD8+)
3365,Smooth Muscle
3366,Enterocyte (Mid Villus)
3367,Endothelial
3368,Goblet
3369,Pericyte
3370,Stem + TA
3371,T (CD4+)
3372,Enterocyte (Mid Villus)
3373,T (CD8+)
3374,Enterocyte (Bottom Villus)
3375,Macrophage + DC
3376,Enterocyte (Mid Villus)
3377,Smooth Muscle
3378,Enterocyte (Bottom Villus)
3379,Endothelial
3380,Enterocyte (Bottom Villus)
3381,Stromal
3382,Stromal
3383,Goblet
3384,Stromal
3385,Enterocyte (Bottom Villus)
3386,Endothelial
3387,Stromal
3388,Enterocyte (Bottom Villus)
3389,Enterocyte (Bottom Villus)
3390,Enterocyte (Bottom Villus)
3391,T (CD4+)
3392,T (CD4+)
3393,Enterocyte (Bottom Villus)
3394,T (CD8+)
3395,Smooth Muscle
3396,Smooth Muscle
3397,Smooth Muscle
3398,Removed
3399,Removed
3400,Removed
3401,Enterocyte (Mid Villus)
3402,Paneth
3403,Stem + TA
3404,Removed
3405,Smooth Muscle
3406,B (Plasma)
3407,Stem + TA
3408,Enterocyte (Mid Villus)
3409,Stem + TA
3410,Enterocyte (Mid Villus)
3411,Stromal
3412,Enterocyte (Bottom Villus)
3413,Enterocyte (Mid Villus)
3414,Enterocyte (Mid Villus)
3415,Stem + TA
3416,Removed
3417,Stem + TA
3418,Enterocyte (Bottom Villus)
3419,Enterocyte (Bottom Villus)
3420,Removed
3421,Goblet
3422,Enterocyte (Mid Villus)
3423,B (Plasma)
3424,Enterocyte (Bottom Villus)
3425,T (CD4+)
3426,Smooth Muscle
3427,Removed
3428,Removed
3429,Stem + TA
3430,Smooth Muscle
3431,Enterocyte (Mid Villus)
3432,B (Plasma)
3433,B (Plasma)
3434,Enterocyte (Mid Villus)
3435,Endothelial
3436,Stem + TA
3437,Enterocyte (Bottom Villus)
3438,Stem + TA
3439,Removed
3440,Enterocyte (Bottom Villus)
3441,Stem + TA
3442,Goblet
3443,Enterocyte (Bottom Villus)
3444,Enterocyte (Mid Villus)
3445,Enterocyte (Bottom Villus)
3446,Macrophage + DC
3447,Enterocyte (Bottom Villus)
3448,Enterocyte (Mid Villus)
3449,Enterocyte (Mid Villus)
3450,Stromal
3451,Enterocyte (Mid Villus)
3452,Enterocyte (Mid Villus)
3453,Enterocyte (Mid Villus)
3454,Enterocyte (Bottom Villus)
3455,B (Plasma)
3456,Stromal
3457,Stem + TA
3458,B (Plasma)
3459,Removed
3460,Macrophage + DC
3461,T (CD4+)
3462,Enterocyte (Mid Villus)
3463,Stem + TA
3464,Stem + TA
3465,Smooth Muscle
3466,Pericyte
3467,Stromal
3468,Enterocyte (Mid Villus)
3469,Enterocyte (Mid Villus)
3470,Enterocyte (Bottom Villus)
3471,Enterocyte (Bottom Villus)
3472,Enterocyte (Mid Villus)
3473,Endothelial
3474,Enterocyte (Bottom Villus)
3475,Stem + TA
3476,Enterocyte (Bottom Villus)
3477,B (Plasma)
3478,Smooth Muscle
3479,Macrophage + DC
3480,B (Plasma)
3481,Enterocyte (Bottom Villus)
3482,Enterocyte (Bottom Villus)
3483,Smooth Muscle
3484,Smooth Muscle
3485,Enterocyte (Bottom Villus)
3486,B (Plasma)
3487,Enterocyte (Bottom Villus)
3488,Goblet
3489,Enterocyte (Mid Villus)
3490,Enterocyte (Mid Villus)
3491,Stromal
3492,Enterocyte (Bottom Villus)
3493,Stem + TA
3494,Telocyte
3495,Enterocyte (Mid Villus)
3496,Stromal
3497,Enterocyte (Mid Villus)
3498,Stem + TA
3499,Enterocyte (Bottom Villus)
3500,B (Plasma)
3501,Removed
3502,Macrophage + DC
3503,Goblet
3504,Stem + TA
3505,Enterocyte (Mid Villus)
3506,Enterocyte (Top Villus)
3507,Telocyte
3508,Enterocyte (Mid Villus)
3509,T (CD4+)
3510,Enterocyte (Mid Villus)
3511,B (Plasma)
3512,Stromal
3513,Stem + TA
3514,Macrophage + DC
3515,B (Plasma)
3516,Enterocyte (Bottom Villus)
3517,Stromal
3518,Stem + TA
3519,T (CD4+)
3520,ICC
3521,Enterocyte (Bottom Villus)
3522,Enterocyte (Bottom Villus)
3523,Enterocyte (Bottom Villus)
3524,B (Plasma)
3525,Enterocyte (Top Villus)
3526,Pericyte
3527,Paneth
3528,Enterocyte (Mid Villus)
3529,T (CD8+)
3530,Smooth Muscle
3531,Enterocyte (Mid Villus)
3532,Endothelial
3533,Stem + TA
3534,B (Plasma)
3535,Enterocyte (Bottom Villus)
3536,Enterocyte (Top Villus)
3537,Enterocyte (Mid Villus)
3538,Goblet
3539,Removed
3540,Stem + TA
3541,Stromal
3542,Stromal
3543,B (Plasma)
3544,Goblet
3545,Enterocyte (Top Villus)
3546,B (Plasma)
3547,Stem + TA
3548,Goblet
3549,Enterocyte (Mid Villus)
3550,T (CD4+)
3551,Removed
3552,Enterocyte (Mid Villus)
3553,Enterocyte (Top Villus)
3554,Stem + TA
3555,Macrophage + DC
3556,Goblet
3557,Stromal
3558,Smooth Muscle
3559,Stem + TA
3560,Telocyte
3561,Stem + TA
3562,Stem + TA
3563,Removed
3564,Enterocyte (Mid Villus)
3565,Enterocyte (Bottom Villus)
3566,Stromal
3567,Stromal
3568,Enterocyte (Top Villus)
3569,B (Plasma)
3570,B (Plasma)
3571,Enterocyte (Mid Villus)
3572,Enterocyte (Top Villus)
3573,Goblet
3574,Smooth Muscle
3575,Stem + TA
3576,Enterocyte (Bottom Villus)
3577,Macrophage + DC
3578,Removed
3579,T (CD4+)
3580,Stem + TA
3581,Enterocyte (Top Villus)
3582,Enterocyte (Mid Villus)
3583,Enterocyte (Bottom Villus)
3584,Enterocyte (Mid Villus)
3585,Stem + TA
3586,Smooth Muscle
3587,Smooth Muscle
3588,T (CD4+)
3589,Enterocyte (Bottom Villus)
