cell,leiden_final
6670,Endothelial
6671,Enterocyte (Mid Villus)
6672,Enterocyte (Bottom Villus)
6673,Enterocyte (Mid Villus)
6674,Enterocyte (Mid Villus)
6675,Smooth Muscle
6676,Removed
6677,Stem + TA
6678,Smooth Muscle
6679,Enterocyte (Mid Villus)
6680,Removed
6681,Pericyte
6682,Stem + TA
6683,Enterocyte (Top Villus)
6684,Removed
6685,Smooth Muscle
6686,T (CD4+)
6687,Macrophage + DC
6688,Enterocyte (Bottom Villus)
6689,Stem + TA
6690,Macrophage + DC
6691,Macrophage + DC
6692,Stromal
6693,Enterocyte (Mid Villus)
6694,Macrophage + DC
6695,Stem + TA
6696,Stem + TA
6697,Stromal
6698,Enterocyte (Mid Villus)
6699,Enterocyte (Mid Villus)
6700,Removed
6701,Removed
6702,Enterocyte (Mid Villus)
6703,Removed
6704,Removed
6705,Stem + TA
6706,Removed
6707,Macrophage + DC
6708,Telocyte
6709,Enterocyte (Mid Villus)
6710,Macrophage + DC
6711,T (CD8+)
6712,ICC
6713,Macrophage + DC
6714,B (Plasma)
6715,Stem + TA
6716,Smooth Muscle
6717,Enterocyte (Bottom Villus)
6718,Enterocyte (Mid Villus)
6719,Enterocyte (Mid Villus)
6720,Macrophage + DC
6721,Stromal
6722,Removed
6723,Stem + TA
6724,Removed
6725,Macrophage + DC
6726,Macrophage + DC
6727,Enterocyte (Mid Villus)
6728,Stem + TA
6729,Stromal
6730,Endothelial
6731,Stromal
6732,Enterocyte (Mid Villus)
6733,Stem + TA
6734,T (CD4+)
6735,Macrophage + DC
6736,Stem + TA
6737,Stem + TA
6738,Enterocyte (Mid Villus)
6739,Removed
6740,Goblet
6741,Enterocyte (Top Villus)
6742,Removed
6743,B (Plasma)
6744,Goblet
6745,Enterocyte (Mid Villus)
6746,Stromal
6747,Enterocyte (Mid Villus)
6748,Enterocyte (Mid Villus)
6749,Enterocyte (Mid Villus)
6750,Enterocyte (Top Villus)
6751,Enterocyte (Mid Villus)
6752,Pericyte
6753,Enterocyte (Mid Villus)
6754,Pericyte
6755,Macrophage + DC
6756,Macrophage + DC
6757,Stromal
6758,Removed
6759,Removed
6760,Removed
6761,Removed
6762,Macrophage + DC
6763,Endothelial
6764,Removed
6765,B (Plasma)
6766,Pericyte
6767,T (CD8+)
6768,Enterocyte (Mid Villus)
6769,Enterocyte (Mid Villus)
6770,B (Plasma)
6771,Enterocyte (Bottom Villus)
6772,Goblet
6773,Removed
6774,Enterocyte (Mid Villus)
6775,Enterocyte (Mid Villus)
6776,Removed
6777,Stem + TA
6778,Enterocyte (Top Villus)
6779,Removed
6780,Stem + TA
6781,T (CD4+)
6782,Goblet
6783,Stromal
6784,Removed
6785,Stem + TA
6786,T (CD8+)
6787,Enterocyte (Bottom Villus)
6788,B (Plasma)
6789,T (CD4+)
6790,Enterocyte (Mid Villus)
6791,B (Plasma)
6792,Removed
6793,Removed
6794,Enterocyte (Mid Villus)
6795,Stromal
6796,Enterocyte (Mid Villus)
6797,T (CD8+)
6798,Pericyte
6799,Stem + TA
6800,Paneth
6801,Stem + TA
6802,Stem + TA
6803,Telocyte
6804,Stem + TA
6805,Telocyte
6806,B (Plasma)
6807,Enterocyte (Mid Villus)
6808,Macrophage + DC
6809,Macrophage + DC
6810,Removed
6811,Stromal
6812,B (Plasma)
6813,Stem + TA
6814,Paneth
6815,B (Plasma)
6816,T (CD8+)
6817,Enterocyte (Mid Villus)
6818,Enterocyte (Mid Villus)
6819,Macrophage + DC
6820,Removed
6821,Enterocyte (Mid Villus)
6822,Endothelial
6823,Enterocyte (Bottom Villus)
6824,Enterocyte (Mid Villus)
6825,Stem + TA
6826,Macrophage + DC
6827,Stem + TA
6828,Enterocyte (Bottom Villus)
6829,Enterocyte (Mid Villus)
6830,Enterocyte (Mid Villus)
6831,Goblet
6832,Goblet
6833,Macrophage + DC
6834,Paneth
6835,Telocyte
6836,T (CD8+)
6837,T (CD4+)
6838,Enterocyte (Bottom Villus)
6839,Enterocyte (Bottom Villus)
6840,Removed
6841,Enterocyte (Bottom Villus)
6842,Macrophage + DC
6843,Goblet
6844,Stem + TA
6845,Endothelial
6846,Stromal
6847,Enterocyte (Mid Villus)
6848,Enterocyte (Mid Villus)
6849,Enterocyte (Mid Villus)
6850,Stem + TA
6851,Enterocyte (Mid Villus)
6852,Endothelial
6853,Enterocyte (Mid Villus)
6854,T (CD8+)
6855,Removed
6856,Smooth Muscle
6857,Stem + TA
6858,Enterocyte (Mid Villus)
6859,T (CD4+)
6860,T (CD8+)
6861,Telocyte
6862,Stromal
6863,Paneth
6864,B (Plasma)
6865,Goblet
6866,Stem + TA
6867,Telocyte
6868,B (Plasma)
6869,Removed
6870,T (CD4+)
6871,Stromal
6872,B (Plasma)
6873,Enterocyte (Mid Villus)
6874,Telocyte
6875,Enterocyte (Mid Villus)
6876,Macrophage + DC
6877,Pericyte
6878,Stem + TA
6879,Enterocyte (Top Villus)
6880,Enterocyte (Mid Villus)
6881,Removed
6882,"B (Follicular, Circulating)"
6883,Enterocyte (Mid Villus)
6884,Enterocyte (Mid Villus)
6885,Stem + TA
6886,Removed
6887,T (CD4+)
6888,Enterocyte (Bottom Villus)
6889,Macrophage + DC
6890,Enterocyte (Bottom Villus)
6891,Endothelial
6892,Macrophage + DC
6893,Stromal
6894,Endothelial
6895,B (Plasma)
6896,Stem + TA
6897,B (Plasma)
6898,Enterocyte (Bottom Villus)
6899,"B (Follicular, Circulating)"
6900,Removed
6901,Telocyte
6902,Enterocyte (Mid Villus)
6903,Enterocyte (Mid Villus)
6904,T (CD8+)
6905,Smooth Muscle
6906,Removed
6907,Removed
6908,Enterocyte (Mid Villus)
6909,Stromal
6910,Enterocyte (Mid Villus)
6911,Enterocyte (Mid Villus)
6912,Enterocyte (Mid Villus)
6913,Removed
6914,Stem + TA
6915,Paneth
6916,Enterocyte (Mid Villus)
6917,Stromal
6918,Stromal
6919,Stromal
6920,Goblet
6921,Enterocyte (Mid Villus)
6922,Goblet
6923,Macrophage + DC
6924,B (Plasma)
6925,Enterocyte (Mid Villus)
6926,Enterocyte (Mid Villus)
6927,Macrophage + DC
6928,Stromal
6929,Stem + TA
6930,Stem + TA
6931,Enterocyte (Bottom Villus)
6932,T (CD8+)
6933,Enterocyte (Mid Villus)
6934,Stem + TA
6935,Stromal
6936,Stem + TA
6937,Enterocyte (Mid Villus)
6938,Stem + TA
6939,Enterocyte (Bottom Villus)
6940,Enterocyte (Mid Villus)
6941,Enterocyte (Mid Villus)
6942,Enterocyte (Bottom Villus)
6943,Macrophage + DC
6944,Enterocyte (Mid Villus)
6945,Stem + TA
6946,Smooth Muscle
6947,Goblet
6948,Removed
6949,B (Plasma)
6950,Enterocyte (Mid Villus)
6951,Macrophage + DC
6952,Enterocyte (Bottom Villus)
6953,Removed
6954,Goblet
6955,Enterocyte (Mid Villus)
6956,Stromal
6957,Enterocyte (Bottom Villus)
6958,Stem + TA
6959,B (Plasma)
6960,Stromal
6961,Enterocyte (Bottom Villus)
6962,Removed
6963,T (CD8+)
6964,Removed
6965,Pericyte
6966,Enterocyte (Mid Villus)
6967,Stem + TA
6968,Pericyte
6969,B (Plasma)
6970,Removed
6971,Telocyte
6972,Removed
6973,Stromal
6974,Stem + TA
6975,T (CD8+)
6976,Removed
6977,Removed
6978,Removed
6979,Pericyte
6980,Enterocyte (Mid Villus)
6981,Stem + TA
6982,T (CD8+)
6983,Stromal
6984,Removed
6985,Enterocyte (Bottom Villus)
6986,Paneth
6987,Enterocyte (Mid Villus)
6988,Removed
6989,Removed
6990,Enterocyte (Top Villus)
6991,Enterocyte (Mid Villus)
6992,Stem + TA
6993,"B (Follicular, Circulating)"
6994,Macrophage + DC
6995,Stromal
6996,Pericyte
6997,Removed
6998,Stem + TA
6999,Enterocyte (Bottom Villus)
7000,Enterocyte (Bottom Villus)
7001,Stem + TA
7002,Enterocyte (Bottom Villus)
7003,Removed
7004,Enterocyte (Mid Villus)
7005,Telocyte
7006,Enterocyte (Bottom Villus)
7007,Removed
7008,Stromal
7009,B (Plasma)
7010,Removed
7011,Pericyte
7012,Enterocyte (Mid Villus)
7013,Goblet
7014,Smooth Muscle
7015,Telocyte
7016,Removed
7017,Smooth Muscle
7018,Paneth
7019,Removed
7020,Macrophage + DC
7021,Stem + TA
7022,Stem + TA
7023,Enterocyte (Mid Villus)
7024,Removed
7025,Enterocyte (Mid Villus)
7026,Removed
7027,Removed
7028,Removed
7029,Enterocyte (Bottom Villus)
7030,Enterocyte (Mid Villus)
7031,Removed
7032,B (Plasma)
7033,"B (Follicular, Circulating)"
7034,Stem + TA
7035,Enterocyte (Bottom Villus)
7036,Goblet
7037,Stromal
7038,Stromal
7039,Enterocyte (Mid Villus)
7040,T (CD4+)
7041,Macrophage + DC
7042,Removed
7043,Stromal
7044,B (Plasma)
7045,Endothelial
7046,Stromal
7047,Stromal
7048,Macrophage + DC
7049,Removed
7050,Stromal
7051,Endothelial
7052,Paneth
7053,T (CD4+)
7054,Stem + TA
7055,Stem + TA
7056,B (Plasma)
7057,Enterocyte (Bottom Villus)
7058,Macrophage + DC
7059,Enterocyte (Mid Villus)
7060,Enterocyte (Bottom Villus)
7061,Removed
7062,Stem + TA
7063,Enterocyte (Mid Villus)
7064,Endothelial
7065,Macrophage + DC
7066,"B (Follicular, Circulating)"
7067,B (Plasma)
7068,Stromal
7069,Stem + TA
7070,Paneth
7071,Removed
7072,Enterocyte (Bottom Villus)
7073,Stem + TA
7074,Removed
7075,Macrophage + DC
7076,B (Plasma)
7077,Endothelial
7078,Stromal
7079,Goblet
7080,Stem + TA
7081,Stromal
7082,Enterocyte (Mid Villus)
7083,Removed
7084,Removed
7085,Removed
7086,Stem + TA
7087,Enterocyte (Mid Villus)
7088,Enterocyte (Mid Villus)
7089,Stromal
7090,Enterocyte (Mid Villus)
7091,Stem + TA
7092,Macrophage + DC
7093,Stem + TA
7094,Removed
7095,Stromal
7096,Stem + TA
7097,Removed
7098,Removed
7099,Stem + TA
7100,Removed
7101,Enterocyte (Mid Villus)
7102,Stromal
7103,Enterocyte (Bottom Villus)
7104,Enterocyte (Bottom Villus)
7105,Paneth
7106,Enterocyte (Bottom Villus)
7107,Stem + TA
7108,Macrophage + DC
7109,Stem + TA
7110,Stromal
7111,Macrophage + DC
7112,Enterocyte (Mid Villus)
7113,Enterocyte (Mid Villus)
7114,Smooth Muscle
7115,Stem + TA
7116,Enterocyte (Mid Villus)
7117,Stromal
7118,Enterocyte (Bottom Villus)
7119,Enterocyte (Bottom Villus)
7120,Stromal
7121,B (Plasma)
7122,B (Plasma)
7123,Stromal
7124,Enterocyte (Mid Villus)
7125,Stem + TA
7126,Macrophage + DC
7127,Macrophage + DC
7128,Pericyte
7129,T (CD4+)
7130,B (Plasma)
7131,Enterocyte (Mid Villus)
7132,Telocyte
7133,Removed
7134,Enterocyte (Mid Villus)
7135,Smooth Muscle
7136,Macrophage + DC
7137,Goblet
7138,Stem + TA
7139,Stromal
7140,Endothelial
7141,Enterocyte (Mid Villus)
7142,Paneth
7143,Telocyte
7144,Removed
7145,Endothelial
7146,Stem + TA
7147,Enterocyte (Mid Villus)
7148,Removed
7149,Enterocyte (Mid Villus)
7150,Enterocyte (Mid Villus)
7151,Pericyte
7152,Enterocyte (Mid Villus)
7153,Enterocyte (Mid Villus)
7154,Endothelial
7155,Stem + TA
7156,Tuft
7157,Stromal
7158,T (CD8+)
7159,Endothelial
7160,T (CD4+)
7161,Stem + TA
7162,"B (Follicular, Circulating)"
7163,Enterocyte (Mid Villus)
7164,T (CD8+)
7165,Goblet
7166,Stem + TA
7167,Macrophage + DC
7168,Enterocyte (Mid Villus)
7169,Removed
7170,Macrophage + DC
7171,Stromal
7172,Enterocyte (Bottom Villus)
7173,Stem + TA
7174,Stem + TA
7175,Removed
7176,Macrophage + DC
7177,Enterocyte (Mid Villus)
7178,Enterocyte (Mid Villus)
7179,Enterocyte (Mid Villus)
7180,B (Plasma)
7181,Enterocyte (Bottom Villus)
7182,Smooth Muscle
7183,Removed
7184,Stromal
7185,Telocyte
7186,Macrophage + DC
7187,Macrophage + DC
7188,Smooth Muscle
7189,Enterocyte (Mid Villus)
7190,Enterocyte (Mid Villus)
7191,Enterocyte (Mid Villus)
7192,Removed
7193,Enterocyte (Mid Villus)
7194,Stem + TA
7195,Enterocyte (Mid Villus)
7196,Removed
7197,Enterocyte (Mid Villus)
7198,Myenteric Plexus
7199,Smooth Muscle
7200,T (CD8+)
7201,Macrophage + DC
7202,Stromal
7203,Stem + TA
7204,Removed
7205,Macrophage + DC
7206,Enterocyte (Bottom Villus)
7207,Macrophage + DC
7208,B (Plasma)
7209,Paneth
7210,Smooth Muscle
7211,Macrophage + DC
7212,T (CD4+)
7213,Stromal
7214,Enterocyte (Mid Villus)
7215,T (CD4+)
7216,Enterocyte (Mid Villus)
7217,Stromal
7218,Stem + TA
7219,Stem + TA
7220,B (Plasma)
7221,Stromal
7222,Stem + TA
7223,Removed
7224,Telocyte
7225,Removed
7226,Stem + TA
7227,Removed
7228,Stromal
7229,Macrophage + DC
7230,B (Plasma)
7231,Macrophage + DC
7232,Stromal
7233,Removed
7234,Stromal
7235,Macrophage + DC
7236,Pericyte
7237,Paneth
7238,Enterocyte (Mid Villus)
7239,B (Plasma)
7240,Stem + TA
7241,Removed
7242,Stromal
7243,Enterocyte (Bottom Villus)
7244,Enterocyte (Mid Villus)
7245,Enterocyte (Mid Villus)
7246,Removed
7247,Stem + TA
7248,Stromal
7249,Stem + TA
7250,Stem + TA
7251,T (CD4+)
7252,Enterocyte (Mid Villus)
7253,Macrophage + DC
7254,Macrophage + DC
7255,Removed
7256,Stromal
7257,Stem + TA
7258,Removed
7259,Enterocyte (Mid Villus)
7260,Macrophage + DC
7261,Enterocyte (Mid Villus)
7262,Enterocyte (Mid Villus)
7263,Macrophage + DC
7264,B (Plasma)
7265,Stem + TA
7266,Enterocyte (Mid Villus)
7267,Stem + TA
7268,Enterocyte (Bottom Villus)
7269,Telocyte
7270,Stem + TA
7271,Telocyte
7272,Removed
7273,Pericyte
7274,T (CD8+)
7275,Stem + TA
7276,Enterocyte (Bottom Villus)
7277,Stem + TA
7278,Enterocyte (Mid Villus)
7279,Removed
7280,Enterocyte (Bottom Villus)
7281,Removed
7282,Removed
7283,Endothelial
7284,Stromal
7285,Removed
7286,Telocyte
7287,Removed
7288,Macrophage + DC
7289,Goblet
7290,Paneth
7291,T (CD4+)
7292,Stromal
7293,Stem + TA
7294,Enterocyte (Mid Villus)
7295,Stem + TA
7296,Enterocyte (Mid Villus)
7297,Removed
7298,Stem + TA
7299,Stromal
7300,Paneth
7301,Enterocyte (Bottom Villus)
7302,Stromal
7303,Stromal
7304,Pericyte
7305,Removed
7306,Removed
7307,B (Plasma)
7308,Removed
7309,Stromal
7310,B (Plasma)
7311,Myenteric Plexus
7312,Enterocyte (Mid Villus)
7313,Macrophage + DC
7314,Stromal
7315,T (CD8+)
7316,Removed
7317,T (CD8+)
7318,Stem + TA
7319,Goblet
7320,Enterocyte (Mid Villus)
7321,Removed
7322,Tuft
7323,Enterocyte (Bottom Villus)
7324,Enterocyte (Mid Villus)
7325,Removed
7326,Telocyte
7327,Removed
7328,Enterocyte (Mid Villus)
7329,Stem + TA
7330,Paneth
7331,Enterocyte (Mid Villus)
7332,Macrophage + DC
7333,Pericyte
7334,Removed
7335,Macrophage + DC
7336,Stem + TA
7337,Stem + TA
7338,Enterocyte (Mid Villus)
7339,Stem + TA
7340,Endothelial
7341,Enterocyte (Bottom Villus)
7342,T (CD8+)
7343,Removed
7344,Enterocyte (Mid Villus)
7345,Paneth
7346,Stem + TA
7347,Macrophage + DC
7348,Enterocyte (Mid Villus)
7349,Enterocyte (Mid Villus)
7350,Stem + TA
7351,Goblet
7352,B (Plasma)
7353,Removed
7354,Goblet
7355,Stem + TA
7356,Removed
7357,Enterocyte (Mid Villus)
7358,Stromal
7359,Enterocyte (Mid Villus)
7360,Removed
7361,Stromal
7362,Stem + TA
7363,T (CD4+)
7364,Stromal
7365,Goblet
7366,Stromal
7367,Enterocyte (Mid Villus)
7368,Stem + TA
7369,Enterocyte (Mid Villus)
7370,Stem + TA
7371,B (Plasma)
7372,Endothelial
7373,Stromal
7374,Stromal
7375,Enterocyte (Mid Villus)
7376,T (CD8+)
7377,Removed
7378,Goblet
7379,Stem + TA
7380,Enterocyte (Mid Villus)
7381,Removed
7382,Stem + TA
7383,Goblet
7384,Enterocyte (Bottom Villus)
7385,Telocyte
7386,Enterocyte (Mid Villus)
7387,Enterocyte (Bottom Villus)
7388,Removed
7389,T (CD8+)
7390,Macrophage + DC
7391,Removed
7392,Removed
7393,Removed
7394,Stem + TA
7395,Stromal
7396,Macrophage + DC
7397,T (CD4+)
7398,Enterocyte (Mid Villus)
7399,Paneth
7400,Enterocyte (Mid Villus)
7401,B (Plasma)
7402,Enterocyte (Bottom Villus)
7403,Enterocyte (Mid Villus)
7404,Enterocyte (Mid Villus)
7405,Stem + TA
7406,Enterocyte (Bottom Villus)
7407,Endothelial
7408,Stromal
7409,Enterocyte (Mid Villus)
7410,Enterocyte (Mid Villus)
7411,Stem + TA
7412,B (Plasma)
7413,Smooth Muscle
7414,Endothelial
7415,Enterocyte (Bottom Villus)
7416,Enterocyte (Mid Villus)
7417,B (Plasma)
7418,Enterocyte (Bottom Villus)
7419,Macrophage + DC
7420,Enterocyte (Mid Villus)
7421,Removed
7422,Stem + TA
7423,Stem + TA
7424,T (CD8+)
7425,Stromal
7426,Stem + TA
7427,Stromal
7428,Stromal
7429,Removed
7430,Enterocyte (Mid Villus)
7431,"B (Follicular, Circulating)"
7432,Macrophage + DC
7433,Enterocyte (Mid Villus)
7434,Telocyte
7435,Macrophage + DC
7436,T (CD4+)
7437,Removed
7438,T (CD8+)
7439,Enterocyte (Mid Villus)
7440,Stem + TA
7441,Stromal
7442,Enterocyte (Bottom Villus)
7443,Stem + TA
7444,Enterocyte (Mid Villus)
7445,Removed
7446,Removed
7447,Goblet
7448,B (Plasma)
7449,T (CD4+)
7450,Removed
7451,Removed
7452,Stem + TA
7453,Goblet
7454,Removed
7455,Stem + TA
7456,T (CD8+)
7457,Removed
7458,Enterocyte (Mid Villus)
7459,Macrophage + DC
7460,Removed
7461,Paneth
7462,Stromal
7463,Enterocyte (Top Villus)
7464,Paneth
7465,Enterocyte (Mid Villus)
7466,Macrophage + DC
7467,Macrophage + DC
7468,T (CD8+)
7469,Macrophage + DC
7470,Telocyte
7471,Stem + TA
7472,T (CD4+)
7473,T (CD4+)
7474,Removed
7475,T (CD4+)
7476,Enterocyte (Bottom Villus)
7477,Removed
7478,Removed
7479,Enterocyte (Bottom Villus)
7480,B (Plasma)
7481,Enterocyte (Mid Villus)
7482,Removed
7483,Stromal
7484,Macrophage + DC
7485,B (Plasma)
7486,Macrophage + DC
7487,Removed
7488,Enterocyte (Mid Villus)
7489,B (Plasma)
7490,Myenteric Plexus
7491,B (Plasma)
7492,Enterocyte (Mid Villus)
7493,Removed
7494,Removed
7495,T (CD4+)
7496,Stromal
7497,Enterocyte (Bottom Villus)
7498,Enterocyte (Bottom Villus)
7499,Removed
7500,Removed
7501,Macrophage + DC
7502,Removed
7503,Enterocyte (Bottom Villus)
7504,Removed
7505,Removed
7506,Stromal
7507,Endothelial
7508,Smooth Muscle
7509,T (CD8+)
7510,Telocyte
7511,Stem + TA
7512,Stem + TA
7513,Enterocyte (Mid Villus)
7514,Goblet
7515,Removed
7516,Telocyte
7517,Removed
7518,Enterocyte (Mid Villus)
7519,Stromal
7520,Macrophage + DC
7521,Removed
7522,Telocyte
7523,Removed
7524,Enterocyte (Mid Villus)
7525,Enterocyte (Mid Villus)
7526,Removed
7527,Removed
7528,Stromal
7529,Enterocyte (Mid Villus)
7530,Endothelial
7531,Stromal
7532,Stromal
7533,Telocyte
7534,Stromal
7535,T (CD4+)
7536,Pericyte
7537,Stromal
7538,T (CD8+)
7539,Removed
7540,Removed
7541,Removed
7542,Enterocyte (Mid Villus)
7543,Stem + TA
7544,Smooth Muscle
7545,Removed
7546,Myenteric Plexus
7547,T (CD4+)
7548,B (Plasma)
7549,Removed
7550,Removed
7551,Macrophage + DC
7552,Enterocyte (Mid Villus)
7553,Macrophage + DC
7554,Stem + TA
7555,Endothelial
7556,Stromal
7557,B (Plasma)
7558,Enterocyte (Top Villus)
7559,Stromal
7560,Removed
7561,Macrophage + DC
7562,Macrophage + DC
7563,Enterocyte (Bottom Villus)
7564,Enterocyte (Bottom Villus)
7565,Paneth
7566,Stromal
7567,Stromal
7568,Removed
7569,Stromal
7570,Paneth
7571,Stromal
7572,Macrophage + DC
7573,Enterocyte (Mid Villus)
7574,B (Plasma)
7575,Stem + TA
7576,"B (Follicular, Circulating)"
7577,Macrophage + DC
7578,Removed
7579,Goblet
7580,Removed
7581,Endothelial
7582,Macrophage + DC
7583,Removed
7584,Smooth Muscle
7585,Removed
7586,Removed
7587,B (Plasma)
7588,Endothelial
7589,Stem + TA
7590,Enterocyte (Mid Villus)
7591,Enterocyte (Mid Villus)
7592,Macrophage + DC
7593,Stem + TA
7594,Removed
7595,Stem + TA
7596,Telocyte
7597,Stem + TA
7598,Macrophage + DC
7599,Removed
7600,Stem + TA
7601,B (Plasma)
7602,Enterocyte (Bottom Villus)
7603,Enterocyte (Mid Villus)
7604,Removed
7605,Goblet
7606,Enterocyte (Mid Villus)
7607,Removed
7608,Enterocyte (Mid Villus)
7609,Stem + TA
7610,Enterocyte (Mid Villus)
7611,Stem + TA
7612,Removed
7613,T (CD4+)
7614,B (Plasma)
7615,Removed
7616,Pericyte
7617,Telocyte
7618,Removed
7619,Stromal
7620,Removed
7621,Macrophage + DC
7622,Enterocyte (Bottom Villus)
7623,Removed
7624,Stem + TA
7625,Enterocyte (Mid Villus)
7626,Stromal
7627,Macrophage + DC
7628,Removed
7629,Stromal
7630,Macrophage + DC
7631,T (CD8+)
7632,Removed
7633,Enterocyte (Mid Villus)
7634,Stem + TA
7635,Removed
7636,Macrophage + DC
7637,Goblet
7638,Removed
7639,Removed
7640,Stromal
7641,Macrophage + DC
7642,Enterocyte (Mid Villus)
7643,Macrophage + DC
7644,Enterocyte (Mid Villus)
7645,Removed
7646,Enterocyte (Top Villus)
7647,B (Plasma)
7648,Stromal
7649,Macrophage + DC
7650,Removed
7651,Enterocyte (Mid Villus)
7652,Removed
7653,Stem + TA
7654,Removed
7655,Enterocyte (Mid Villus)
7656,Paneth
7657,Smooth Muscle
7658,Removed
7659,Removed
7660,Removed
7661,Goblet
7662,Removed
7663,Stem + TA
7664,Stem + TA
7665,Enterocyte (Bottom Villus)
7666,Removed
7667,Removed
7668,Enterocyte (Top Villus)
7669,Telocyte
7670,Removed
7671,Paneth
7672,Telocyte
7673,Enterocyte (Mid Villus)
7674,Enterocyte (Mid Villus)
7675,B (Plasma)
7676,Enterocyte (Mid Villus)
7677,Endothelial
7678,Removed
7679,Macrophage + DC
7680,Removed
7681,Stem + TA
7682,Smooth Muscle
7683,Removed
7684,Removed
7685,Removed
7686,Stromal
7687,Removed
7688,Enterocyte (Mid Villus)
7689,Macrophage + DC
7690,Stromal
7691,Removed
7692,Macrophage + DC
7693,Stromal
7694,Pericyte
7695,B (Plasma)
7696,B (Plasma)
7697,Removed
7698,Stem + TA
7699,T (CD4+)
7700,Enterocyte (Bottom Villus)
7701,T (CD8+)
7702,Removed
7703,Stem + TA
7704,Enterocyte (Mid Villus)
7705,Removed
7706,B (Plasma)
7707,Removed
7708,ICC
7709,Macrophage + DC
7710,Stem + TA
7711,Macrophage + DC
7712,Enterocyte (Mid Villus)
7713,Removed
7714,Enterocyte (Mid Villus)
7715,Endothelial
7716,Stem + TA
7717,Enterocyte (Bottom Villus)
7718,Enterocyte (Mid Villus)
7719,Stromal
7720,T (CD8+)
7721,Pericyte
7722,Enterocyte (Mid Villus)
7723,Removed
7724,Smooth Muscle
7725,Stromal
7726,Enterocyte (Bottom Villus)
7727,Macrophage + DC
7728,Removed
7729,Endothelial
7730,B (Plasma)
7731,Removed
7732,Removed
7733,Enterocyte (Mid Villus)
7734,Removed
7735,Removed
7736,Removed
7737,Endothelial
7738,Removed
7739,Stromal
7740,Stromal
7741,T (CD4+)
7742,Stromal
7743,Stem + TA
7744,Stromal
7745,T (CD8+)
7746,Removed
7747,Smooth Muscle
7748,Goblet
7749,Goblet
7750,Stem + TA
7751,Stem + TA
7752,Pericyte
7753,Removed
7754,T (CD4+)
7755,Endothelial
7756,Stromal
7757,Enterocyte (Mid Villus)
7758,Enterocyte (Bottom Villus)
7759,Enterocyte (Mid Villus)
7760,Paneth
7761,Enterocyte (Mid Villus)
7762,Removed
7763,Stem + TA
7764,Removed
7765,Removed
7766,Smooth Muscle
7767,Enterocyte (Mid Villus)
7768,Enterocyte (Bottom Villus)
7769,Removed
7770,Removed
7771,Removed
7772,Enterocyte (Mid Villus)
7773,Stromal
7774,Removed
7775,Enterocyte (Mid Villus)
7776,Removed
7777,Enterocyte (Bottom Villus)
7778,Enterocyte (Mid Villus)
7779,Smooth Muscle
7780,Stromal
7781,Macrophage + DC
7782,Stem + TA
7783,Macrophage + DC
7784,Stromal
7785,Stem + TA
7786,Goblet
7787,Stem + TA
7788,Pericyte
7789,Stem + TA
7790,Goblet
7791,Macrophage + DC
7792,Enterocyte (Mid Villus)
7793,Macrophage + DC
7794,Enterocyte (Mid Villus)
7795,Endothelial
7796,Removed
7797,Removed
7798,Stromal
7799,Enterocyte (Bottom Villus)
7800,Telocyte
7801,Removed
7802,Removed
7803,Smooth Muscle
7804,Stromal
7805,Removed
7806,Endothelial
7807,Removed
7808,Macrophage + DC
7809,T (CD4+)
7810,Stromal
7811,B (Plasma)
7812,Removed
7813,Stromal
7814,Stromal
7815,Macrophage + DC
7816,Removed
7817,Removed
7818,Enterocyte (Bottom Villus)
7819,Removed
7820,Enterocyte (Mid Villus)
7821,Goblet
7822,Macrophage + DC
7823,Removed
7824,Macrophage + DC
7825,Removed
7826,Enterocyte (Top Villus)
7827,Removed
7828,Telocyte
7829,Enterocyte (Bottom Villus)
7830,B (Plasma)
7831,Removed
7832,Stem + TA
7833,Enterocyte (Mid Villus)
7834,Removed
7835,Removed
7836,Macrophage + DC
7837,Removed
7838,Removed
7839,Removed
7840,Removed
7841,Removed
7842,Stem + TA
7843,Stem + TA
7844,Smooth Muscle
7845,Removed
7846,Macrophage + DC
7847,Removed
7848,Stromal
7849,Removed
7850,Removed
7851,Stromal
7852,Removed
7853,Removed
7854,Removed
7855,Endothelial
7856,Pericyte
7857,Telocyte
7858,Stem + TA
7859,Macrophage + DC
7860,Enterocyte (Mid Villus)
7861,Removed
7862,Goblet
7863,Enterocyte (Bottom Villus)
7864,Enterocyte (Mid Villus)
7865,Enterocyte (Mid Villus)
7866,Endothelial
7867,B (Plasma)
7868,Stem + TA
7869,Stromal
7870,Stromal
7871,Enterocyte (Mid Villus)
7872,Enterocyte (Mid Villus)
7873,Enterocyte (Bottom Villus)
7874,Removed
7875,Removed
7876,Removed
7877,Stem + TA
7878,Removed
7879,Stem + TA
7880,Smooth Muscle
7881,Removed
7882,Removed
7883,Removed
7884,Removed
7885,Smooth Muscle
7886,Endothelial
7887,Removed
7888,B (Plasma)
7889,Stem + TA
7890,Macrophage + DC
7891,Removed
7892,Stem + TA
7893,Macrophage + DC
7894,Enterocyte (Mid Villus)
7895,Stem + TA
7896,Removed
7897,Removed
7898,Removed
7899,Enterocyte (Mid Villus)
7900,Enterocyte (Mid Villus)
7901,Macrophage + DC
7902,Stromal
7903,Removed
7904,Removed
7905,Removed
7906,Removed
7907,Stromal
7908,Removed
7909,Stem + TA
7910,Stromal
7911,Removed
7912,Removed
7913,Pericyte
7914,Removed
